Date,Round,Venue,Result,GF,GA,Opponent,xG_x,xGA,Poss,Formation,Opp Formation,match_id,Goals,Shots,Shots on Target,SoT%,Goals per Shot,Goals per SoT,Shot Distance,Free Kicks,Penalty Goals,Penalty Attempts,Expected Goals,Non-Penalty xG,NP xG per Shot,G-xG,NP:G-xG,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,Player_xG,npxG,xAG,SCA,GCA,PassCmp,PassAttm,PassCmp%,PrgPass,Carries,PrgCarries,TakeonsAtt,TakeonsSucc,Goal_xG,Minute,Body Part,Assist,Goalkeeper,Notes,minute,result,X,Y,shot_xG,player,situation,season,shotType,player_assisted,lastAction,time,squad,opponent_shot
2023-10-29,Matchweek 10,Away,W,3,0,Manchester Utd,4.0,0.9,60,4-2-3-1,4-2-3-1,10,3,20,9,45.0,0.1,0.22,17.2,2,1,1,4.0,3.2,0.16,-1.0,-1.2,90,2,1,1,1,4,3,0,0,20,0,0,0,2.0,1.2,1.0,1,1,7,10,70.0,1,9,0,0,0,0.29,49,Head,Bernardo Silva,André Onana,None,48.0,SavedShot,0.950999984741211,0.4640000152587891,0.5086833834648132,Erling Haaland,OpenPlay,2023.0,Head,Bernardo Silva,Chipped,15:30:00,Manchester City,Manchester United
2023-10-29,Matchweek 10,Away,W,3,0,Manchester Utd,4.0,0.9,60,4-2-3-1,4-2-3-1,10,3,20,9,45.0,0.1,0.22,17.2,2,1,1,4.0,3.2,0.16,-1.0,-1.2,90,2,1,1,1,4,3,0,0,20,0,0,0,2.0,1.2,1.0,1,1,7,10,70.0,1,9,0,0,0,0.29,49,Head,Bernardo Silva,André Onana,None,48.0,Goal,0.9590000152587892,0.4359999847412109,0.4078716337680816,Erling Haaland,OpenPlay,2023.0,Head,Bernardo Silva,Chipped,15:30:00,Manchester City,Manchester United
2023-10-29,Matchweek 10,Away,W,3,0,Manchester Utd,4.0,0.9,60,4-2-3-1,4-2-3-1,10,3,20,9,45.0,0.1,0.22,17.2,2,1,1,4.0,3.2,0.16,-1.0,-1.2,90,2,1,1,1,4,3,0,0,20,0,0,0,2.0,1.2,1.0,1,1,7,10,70.0,1,9,0,0,0,0.29,49,Head,Bernardo Silva,André Onana,None,70.0,SavedShot,0.9109999847412108,0.575999984741211,0.5055721402168274,Erling Haaland,OpenPlay,2023.0,LeftFoot,Jack Grealish,Throughball,15:30:00,Manchester City,Manchester United
2023-10-29,Matchweek 10,Away,W,3,0,Manchester Utd,4.0,0.9,60,4-2-3-1,4-2-3-1,10,3,20,9,45.0,0.1,0.22,17.2,2,1,1,4.0,3.2,0.16,-1.0,-1.2,90,2,1,1,1,4,3,0,0,20,0,0,0,2.0,1.2,1.0,1,1,7,10,70.0,1,9,0,0,0,0.29,49,Head,Bernardo Silva,André Onana,None,95.0,BlockedShot,0.735,0.4409999847412109,0.0527408272027969,Erling Haaland,DirectFreekick,2023.0,LeftFoot,,Standard,15:30:00,Manchester City,Manchester United
2023-10-29,Matchweek 10,Away,W,3,0,Manchester Utd,4.0,0.9,60,4-2-3-1,4-2-3-1,10,3,20,9,45.0,0.1,0.22,17.2,2,1,1,4.0,3.2,0.16,-1.0,-1.2,90,2,1,1,1,4,3,0,0,20,0,0,0,2.0,1.2,1.0,1,1,7,10,70.0,1,9,0,0,0,0.79,26,Left Foot,None,André Onana,None,25.0,Goal,0.885,0.5,0.7611688375473022,Erling Haaland,Penalty,2023.0,LeftFoot,,Standard,15:30:00,Manchester City,Manchester United
2023-10-29,Matchweek 10,Away,W,3,0,Manchester Utd,4.0,0.9,60,4-2-3-1,4-2-3-1,10,3,20,9,45.0,0.1,0.22,17.2,2,1,1,4.0,3.2,0.16,-1.0,-1.2,90,2,1,1,1,4,3,0,0,20,0,0,0,2.0,1.2,1.0,1,1,7,10,70.0,1,9,0,0,0,0.79,26,Left Foot,None,André Onana,None,48.0,SavedShot,0.950999984741211,0.4640000152587891,0.5086833834648132,Erling Haaland,OpenPlay,2023.0,Head,Bernardo Silva,Chipped,15:30:00,Manchester City,Manchester United
2023-10-29,Matchweek 10,Away,W,3,0,Manchester Utd,4.0,0.9,60,4-2-3-1,4-2-3-1,10,3,20,9,45.0,0.1,0.22,17.2,2,1,1,4.0,3.2,0.16,-1.0,-1.2,90,2,1,1,1,4,3,0,0,20,0,0,0,2.0,1.2,1.0,1,1,7,10,70.0,1,9,0,0,0,0.79,26,Left Foot,None,André Onana,None,48.0,Goal,0.9590000152587892,0.4359999847412109,0.4078716337680816,Erling Haaland,OpenPlay,2023.0,Head,Bernardo Silva,Chipped,15:30:00,Manchester City,Manchester United
2023-10-29,Matchweek 10,Away,W,3,0,Manchester Utd,4.0,0.9,60,4-2-3-1,4-2-3-1,10,3,20,9,45.0,0.1,0.22,17.2,2,1,1,4.0,3.2,0.16,-1.0,-1.2,90,2,1,1,1,4,3,0,0,20,0,0,0,2.0,1.2,1.0,1,1,7,10,70.0,1,9,0,0,0,0.79,26,Left Foot,None,André Onana,None,70.0,SavedShot,0.9109999847412108,0.575999984741211,0.5055721402168274,Erling Haaland,OpenPlay,2023.0,LeftFoot,Jack Grealish,Throughball,15:30:00,Manchester City,Manchester United
2023-10-29,Matchweek 10,Away,W,3,0,Manchester Utd,4.0,0.9,60,4-2-3-1,4-2-3-1,10,3,20,9,45.0,0.1,0.22,17.2,2,1,1,4.0,3.2,0.16,-1.0,-1.2,90,2,1,1,1,4,3,0,0,20,0,0,0,2.0,1.2,1.0,1,1,7,10,70.0,1,9,0,0,0,0.79,26,Left Foot,None,André Onana,None,95.0,BlockedShot,0.735,0.4409999847412109,0.0527408272027969,Erling Haaland,DirectFreekick,2023.0,LeftFoot,,Standard,15:30:00,Manchester City,Manchester United
2023-11-04,Matchweek 11,Home,W,6,1,Bournemouth,1.9,0.9,65,3-4-3,5-4-1,11,6,21,8,38.1,0.29,0.75,16.4,0,0,0,1.9,1.9,0.09,4.1,4.1,45,0,0,0,0,3,0,0,0,13,0,0,0,0.4,0.4,0.0,2,0,7,9,77.8,1,11,0,1,1,0.0,0,None,None,None,None,21.0,BlockedShot,0.965999984741211,0.5609999847412109,0.0972415879368782,Erling Haaland,OpenPlay,2023.0,Head,Julián Álvarez,Aerial,15:00:00,Manchester City,Bournemouth
2023-11-04,Matchweek 11,Home,W,6,1,Bournemouth,1.9,0.9,65,3-4-3,5-4-1,11,6,21,8,38.1,0.29,0.75,16.4,0,0,0,1.9,1.9,0.09,4.1,4.1,45,0,0,0,0,3,0,0,0,13,0,0,0,0.4,0.4,0.0,2,0,7,9,77.8,1,11,0,1,1,0.0,0,None,None,None,None,24.0,BlockedShot,0.911999969482422,0.38,0.1598657369613647,Erling Haaland,OpenPlay,2023.0,RightFoot,,TakeOn,15:00:00,Manchester City,Bournemouth
2023-11-04,Matchweek 11,Home,W,6,1,Bournemouth,1.9,0.9,65,3-4-3,5-4-1,11,6,21,8,38.1,0.29,0.75,16.4,0,0,0,1.9,1.9,0.09,4.1,4.1,45,0,0,0,0,3,0,0,0,13,0,0,0,0.4,0.4,0.0,2,0,7,9,77.8,1,11,0,1,1,0.0,0,None,None,None,None,47.0,BlockedShot,0.879000015258789,0.5879999923706055,0.1396707445383072,Erling Haaland,OpenPlay,2023.0,LeftFoot,Julián Álvarez,Throughball,15:00:00,Manchester City,Bournemouth
2023-11-12,Matchweek 12,Away,D,4,4,Chelsea,2.9,2.9,55,3-2-4-1,4-2-3-1,12,4,14,9,64.3,0.21,0.33,16.6,1,1,1,2.9,2.1,0.15,1.1,0.9,90,2,1,1,1,3,2,0,0,19,0,0,0,2.0,1.2,0.2,3,1,10,12,83.3,1,9,1,1,0,0.87,47,Other,None,Robert Sánchez,None,24.0,Goal,0.885,0.5,0.7611688375473022,Erling Haaland,Penalty,2023.0,LeftFoot,,Standard,16:30:00,Manchester City,Chelsea
2023-11-12,Matchweek 12,Away,D,4,4,Chelsea,2.9,2.9,55,3-2-4-1,4-2-3-1,12,4,14,9,64.3,0.21,0.33,16.6,1,1,1,2.9,2.1,0.15,1.1,0.9,90,2,1,1,1,3,2,0,0,19,0,0,0,2.0,1.2,0.2,3,1,10,12,83.3,1,9,1,1,0,0.87,47,Other,None,Robert Sánchez,None,31.0,MissedShots,0.991999969482422,0.5840000152587891,0.2866228520870209,Erling Haaland,OpenPlay,2023.0,LeftFoot,Phil Foden,Cross,16:30:00,Manchester City,Chelsea
2023-11-12,Matchweek 12,Away,D,4,4,Chelsea,2.9,2.9,55,3-2-4-1,4-2-3-1,12,4,14,9,64.3,0.21,0.33,16.6,1,1,1,2.9,2.1,0.15,1.1,0.9,90,2,1,1,1,3,2,0,0,19,0,0,0,2.0,1.2,0.2,3,1,10,12,83.3,1,9,1,1,0,0.87,47,Other,None,Robert Sánchez,None,41.0,SavedShot,0.874000015258789,0.5579999923706055,0.3491571247577667,Erling Haaland,OpenPlay,2023.0,LeftFoot,Bernardo Silva,Pass,16:30:00,Manchester City,Chelsea
2023-11-12,Matchweek 12,Away,D,4,4,Chelsea,2.9,2.9,55,3-2-4-1,4-2-3-1,12,4,14,9,64.3,0.21,0.33,16.6,1,1,1,2.9,2.1,0.15,1.1,0.9,90,2,1,1,1,3,2,0,0,19,0,0,0,2.0,1.2,0.2,3,1,10,12,83.3,1,9,1,1,0,0.87,47,Other,None,Robert Sánchez,None,46.0,Goal,0.9769999694824218,0.5279999923706055,0.8636682629585266,Erling Haaland,OpenPlay,2023.0,OtherBodyPart,,,16:30:00,Manchester City,Chelsea
2023-11-12,Matchweek 12,Away,D,4,4,Chelsea,2.9,2.9,55,3-2-4-1,4-2-3-1,12,4,14,9,64.3,0.21,0.33,16.6,1,1,1,2.9,2.1,0.15,1.1,0.9,90,2,1,1,1,3,2,0,0,19,0,0,0,2.0,1.2,0.2,3,1,10,12,83.3,1,9,1,1,0,0.79,25,Left Foot,None,Robert Sánchez,None,24.0,Goal,0.885,0.5,0.7611688375473022,Erling Haaland,Penalty,2023.0,LeftFoot,,Standard,16:30:00,Manchester City,Chelsea
2023-11-12,Matchweek 12,Away,D,4,4,Chelsea,2.9,2.9,55,3-2-4-1,4-2-3-1,12,4,14,9,64.3,0.21,0.33,16.6,1,1,1,2.9,2.1,0.15,1.1,0.9,90,2,1,1,1,3,2,0,0,19,0,0,0,2.0,1.2,0.2,3,1,10,12,83.3,1,9,1,1,0,0.79,25,Left Foot,None,Robert Sánchez,None,31.0,MissedShots,0.991999969482422,0.5840000152587891,0.2866228520870209,Erling Haaland,OpenPlay,2023.0,LeftFoot,Phil Foden,Cross,16:30:00,Manchester City,Chelsea
2023-11-12,Matchweek 12,Away,D,4,4,Chelsea,2.9,2.9,55,3-2-4-1,4-2-3-1,12,4,14,9,64.3,0.21,0.33,16.6,1,1,1,2.9,2.1,0.15,1.1,0.9,90,2,1,1,1,3,2,0,0,19,0,0,0,2.0,1.2,0.2,3,1,10,12,83.3,1,9,1,1,0,0.79,25,Left Foot,None,Robert Sánchez,None,41.0,SavedShot,0.874000015258789,0.5579999923706055,0.3491571247577667,Erling Haaland,OpenPlay,2023.0,LeftFoot,Bernardo Silva,Pass,16:30:00,Manchester City,Chelsea
2023-11-12,Matchweek 12,Away,D,4,4,Chelsea,2.9,2.9,55,3-2-4-1,4-2-3-1,12,4,14,9,64.3,0.21,0.33,16.6,1,1,1,2.9,2.1,0.15,1.1,0.9,90,2,1,1,1,3,2,0,0,19,0,0,0,2.0,1.2,0.2,3,1,10,12,83.3,1,9,1,1,0,0.79,25,Left Foot,None,Robert Sánchez,None,46.0,Goal,0.9769999694824218,0.5279999923706055,0.8636682629585266,Erling Haaland,OpenPlay,2023.0,OtherBodyPart,,,16:30:00,Manchester City,Chelsea
2023-11-25,Matchweek 13,Home,D,1,1,Liverpool,1.3,0.6,59,3-2-4-1,4-3-3,13,1,16,5,31.3,0.06,0.2,16.3,1,0,0,1.3,1.3,0.08,-0.3,-0.3,90,1,0,0,0,5,2,0,0,19,2,0,0,0.7,0.7,0.0,0,0,7,10,70.0,0,8,3,0,0,0.26,27,Left Foot,Nathan Aké,Alisson,None,26.0,Goal,0.86,0.5870000076293945,0.3175771236419678,Erling Haaland,OpenPlay,2023.0,LeftFoot,Nathan Aké,Pass,12:30:00,Manchester City,Liverpool
2023-11-25,Matchweek 13,Home,D,1,1,Liverpool,1.3,0.6,59,3-2-4-1,4-3-3,13,1,16,5,31.3,0.06,0.2,16.3,1,0,0,1.3,1.3,0.08,-0.3,-0.3,90,1,0,0,0,5,2,0,0,19,2,0,0,0.7,0.7,0.0,0,0,7,10,70.0,0,8,3,0,0,0.26,27,Left Foot,Nathan Aké,Alisson,None,54.0,MissedShots,0.87,0.47,0.1008122712373733,Erling Haaland,OpenPlay,2023.0,LeftFoot,,,12:30:00,Manchester City,Liverpool
2023-11-25,Matchweek 13,Home,D,1,1,Liverpool,1.3,0.6,59,3-2-4-1,4-3-3,13,1,16,5,31.3,0.06,0.2,16.3,1,0,0,1.3,1.3,0.08,-0.3,-0.3,90,1,0,0,0,5,2,0,0,19,2,0,0,0.7,0.7,0.0,0,0,7,10,70.0,0,8,3,0,0,0.26,27,Left Foot,Nathan Aké,Alisson,None,75.0,MissedShots,0.919000015258789,0.4540000152587891,0.0524505302309989,Erling Haaland,SetPiece,2023.0,Head,Julián Álvarez,Aerial,12:30:00,Manchester City,Liverpool
2023-11-25,Matchweek 13,Home,D,1,1,Liverpool,1.3,0.6,59,3-2-4-1,4-3-3,13,1,16,5,31.3,0.06,0.2,16.3,1,0,0,1.3,1.3,0.08,-0.3,-0.3,90,1,0,0,0,5,2,0,0,19,2,0,0,0.7,0.7,0.0,0,0,7,10,70.0,0,8,3,0,0,0.26,27,Left Foot,Nathan Aké,Alisson,None,78.0,SavedShot,0.96,0.5670000076293945,0.5778946876525879,Erling Haaland,OpenPlay,2023.0,LeftFoot,Jéremy Doku,Pass,12:30:00,Manchester City,Liverpool
2023-11-25,Matchweek 13,Home,D,1,1,Liverpool,1.3,0.6,59,3-2-4-1,4-3-3,13,1,16,5,31.3,0.06,0.2,16.3,1,0,0,1.3,1.3,0.08,-0.3,-0.3,90,1,0,0,0,5,2,0,0,19,2,0,0,0.7,0.7,0.0,0,0,7,10,70.0,0,8,3,0,0,0.26,27,Left Foot,Nathan Aké,Alisson,None,97.0,MissedShots,0.9669999694824218,0.5570000076293945,0.0761165916919708,Erling Haaland,FromCorner,2023.0,Head,Julián Álvarez,Aerial,12:30:00,Manchester City,Liverpool
2023-12-03,Matchweek 14,Home,D,3,3,Tottenham,2.6,0.5,55,3-2-4-1,4-2-3-1,14,2,17,4,23.5,0.12,0.5,13.4,0,0,0,2.6,2.6,0.15,-0.6,-0.6,90,0,1,0,0,5,0,1,0,24,0,0,1,0.7,0.7,0.5,4,2,12,15,80.0,1,17,1,3,2,0.0,0,None,None,None,None,8.0,MissedShots,0.8919999694824219,0.4229999923706055,0.0467582792043685,Erling Haaland,SetPiece,2023.0,Head,Julián Álvarez,Cross,16:30:00,Manchester City,Tottenham
2023-12-03,Matchweek 14,Home,D,3,3,Tottenham,2.6,0.5,55,3-2-4-1,4-2-3-1,14,2,17,4,23.5,0.12,0.5,13.4,0,0,0,2.6,2.6,0.15,-0.6,-0.6,90,0,1,0,0,5,0,1,0,24,0,0,1,0.7,0.7,0.5,4,2,12,15,80.0,1,17,1,3,2,0.0,0,None,None,None,None,12.0,MissedShots,0.92,0.499000015258789,0.486733078956604,Erling Haaland,OpenPlay,2023.0,LeftFoot,Bernardo Silva,BallRecovery,16:30:00,Manchester City,Tottenham
2023-12-03,Matchweek 14,Home,D,3,3,Tottenham,2.6,0.5,55,3-2-4-1,4-2-3-1,14,2,17,4,23.5,0.12,0.5,13.4,0,0,0,2.6,2.6,0.15,-0.6,-0.6,90,0,1,0,0,5,0,1,0,24,0,0,1,0.7,0.7,0.5,4,2,12,15,80.0,1,17,1,3,2,0.0,0,None,None,None,None,15.0,BlockedShot,0.8580000305175781,0.605999984741211,0.037390049546957,Erling Haaland,FromCorner,2023.0,LeftFoot,Bernardo Silva,Chipped,16:30:00,Manchester City,Tottenham
2023-12-03,Matchweek 14,Home,D,3,3,Tottenham,2.6,0.5,55,3-2-4-1,4-2-3-1,14,2,17,4,23.5,0.12,0.5,13.4,0,0,0,2.6,2.6,0.15,-0.6,-0.6,90,0,1,0,0,5,0,1,0,24,0,0,1,0.7,0.7,0.5,4,2,12,15,80.0,1,17,1,3,2,0.0,0,None,None,None,None,35.0,MissedShots,0.8690000152587891,0.4779999923706055,0.1250195503234863,Erling Haaland,OpenPlay,2023.0,LeftFoot,Julián Álvarez,Pass,16:30:00,Manchester City,Tottenham
2023-12-03,Matchweek 14,Home,D,3,3,Tottenham,2.6,0.5,55,3-2-4-1,4-2-3-1,14,2,17,4,23.5,0.12,0.5,13.4,0,0,0,2.6,2.6,0.15,-0.6,-0.6,90,0,1,0,0,5,0,1,0,24,0,0,1,0.7,0.7,0.5,4,2,12,15,80.0,1,17,1,3,2,0.0,0,None,None,None,None,53.0,MissedShots,0.935,0.49,0.1488239914178848,Erling Haaland,OpenPlay,2023.0,Head,Jack Grealish,Cross,16:30:00,Manchester City,Tottenham
2023-12-06,Matchweek 15,Away,L,0,1,Aston Villa,0.6,2.3,54,3-2-4-1,4-4-1-1,15,0,2,2,100.0,0.0,0.0,7.4,0,0,0,0.6,0.6,0.37,-0.6,-0.6,90,0,0,0,0,2,2,0,0,15,0,0,1,0.6,0.6,0.0,1,0,7,10,70.0,0,10,1,1,0,0.0,0,None,None,None,None,10.0,SavedShot,0.909000015258789,0.6229999923706054,0.3656105101108551,Erling Haaland,OpenPlay,2023.0,LeftFoot,Phil Foden,Throughball,20:15:00,Manchester City,Aston Villa
2023-12-06,Matchweek 15,Away,L,0,1,Aston Villa,0.6,2.3,54,3-2-4-1,4-4-1-1,15,0,2,2,100.0,0.0,0.0,7.4,0,0,0,0.6,0.6,0.37,-0.6,-0.6,90,0,0,0,0,2,2,0,0,15,0,0,1,0.6,0.6,0.0,1,0,7,10,70.0,0,10,1,1,0,0.0,0,None,None,None,None,10.0,SavedShot,0.975999984741211,0.53,0.6363734006881714,Erling Haaland,OpenPlay,2023.0,Head,Bernardo Silva,Chipped,20:15:00,Manchester City,Aston Villa
2023-12-10,Matchweek 16,Away,W,2,1,Luton Town,1.6,0.3,65,4-2-3-1,3-4-3,16,2,18,6,33.3,0.11,0.33,18.7,1,0,0,1.6,1.6,0.09,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,None,None,None,None,,,,,,,,,,,,,,
2023-12-16,Matchweek 17,Home,D,2,2,Crystal Palace,1.6,1.8,74,4-2-3-1,5-4-1,17,2,19,9,47.4,0.11,0.22,18.2,0,0,0,1.6,1.6,0.08,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,None,None,None,None,,,,,,,,,,,,,,
2023-12-27,Matchweek 19,Away,W,3,1,Everton,2.4,1.0,72,4-2-3-1,4-2-3-1,18,3,22,8,36.4,0.09,0.25,19.5,1,1,1,2.4,1.8,0.09,0.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,None,None,None,None,,,,,,,,,,,,,,
2023-12-30,Matchweek 20,Home,W,2,0,Sheffield Utd,2.2,0.3,80,4-2-3-1,3-4-3,19,2,18,4,22.2,0.11,0.5,17.4,0,0,0,2.2,2.2,0.12,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,None,None,None,None,,,,,,,,,,,,,,
2024-01-13,Matchweek 21,Away,W,3,2,Newcastle Utd,3.0,1.3,72,4-2-3-1,4-3-3,20,3,27,11,40.7,0.11,0.27,19.3,2,0,0,3.0,3.0,0.11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,None,None,None,None,,,,,,,,,,,,,,
2024-01-31,Matchweek 22,Home,W,3,1,Burnley,1.7,1.4,74,4-2-3-1,4-4-2,21,3,14,4,28.6,0.21,0.75,15.8,1,0,0,1.7,1.7,0.13,1.3,1.3,20,0,0,0,0,2,0,0,0,8,0,0,1,0.2,0.2,0.0,1,0,3,4,75.0,0,2,1,0,0,0.0,0,None,None,None,None,84.0,MissedShots,0.988000030517578,0.5770000076293945,0.1107935309410095,Erling Haaland,OpenPlay,2023.0,LeftFoot,,CornerAwarded,19:30:00,Manchester City,Burnley
2024-01-31,Matchweek 22,Home,W,3,1,Burnley,1.7,1.4,74,4-2-3-1,4-4-2,21,3,14,4,28.6,0.21,0.75,15.8,1,0,0,1.7,1.7,0.13,1.3,1.3,20,0,0,0,0,2,0,0,0,8,0,0,1,0.2,0.2,0.0,1,0,3,4,75.0,0,2,1,0,0,0.0,0,None,None,None,None,84.0,BlockedShot,0.960999984741211,0.5690000152587891,0.0663301944732666,Erling Haaland,OpenPlay,2023.0,Head,Matheus Nunes,Aerial,19:30:00,Manchester City,Burnley
2024-02-05,Matchweek 23,Away,W,3,1,Brentford,2.1,1.0,72,4-1-4-1,3-5-2,22,3,25,15,60.0,0.12,0.2,19.2,0,0,0,2.1,2.1,0.08,0.9,0.9,85,0,1,0,0,3,1,0,0,23,0,0,0,0.7,0.7,0.3,2,1,12,17,70.6,1,15,1,0,0,0.0,0,None,None,None,None,6.0,BlockedShot,0.9059999847412108,0.4620000076293945,0.1360410153865814,Erling Haaland,OpenPlay,2023.0,RightFoot,Kevin De Bruyne,Pass,20:00:00,Manchester City,Brentford
2024-02-05,Matchweek 23,Away,W,3,1,Brentford,2.1,1.0,72,4-1-4-1,3-5-2,22,3,25,15,60.0,0.12,0.2,19.2,0,0,0,2.1,2.1,0.08,0.9,0.9,85,0,1,0,0,3,1,0,0,23,0,0,0,0.7,0.7,0.3,2,1,12,17,70.6,1,15,1,0,0,0.0,0,None,None,None,None,22.0,SavedShot,0.8809999847412109,0.43,0.265750378370285,Erling Haaland,OpenPlay,2023.0,LeftFoot,,BallRecovery,20:00:00,Manchester City,Brentford
2024-02-05,Matchweek 23,Away,W,3,1,Brentford,2.1,1.0,72,4-1-4-1,3-5-2,22,3,25,15,60.0,0.12,0.2,19.2,0,0,0,2.1,2.1,0.08,0.9,0.9,85,0,1,0,0,3,1,0,0,23,0,0,0,0.7,0.7,0.3,2,1,12,17,70.6,1,15,1,0,0,0.0,0,None,None,None,None,27.0,BlockedShot,0.901999969482422,0.5170000076293946,0.1029148995876312,Erling Haaland,FromCorner,2023.0,LeftFoot,,,20:00:00,Manchester City,Brentford
2024-02-10,Matchweek 24,Home,W,2,0,Everton,1.6,0.3,72,4-1-4-1,4-2-3-1,23,2,19,3,15.8,0.11,0.67,17.4,0,0,0,1.6,1.6,0.09,0.4,0.4,90,2,0,0,0,4,2,0,0,22,0,0,0,0.7,0.7,0.1,3,1,12,13,92.3,1,12,1,3,2,0.47,85,Left Foot,Kevin De Bruyne,Jordan Pickford,None,26.0,MissedShots,0.94,0.4579999923706054,0.0853118300437927,Erling Haaland,OpenPlay,2023.0,Head,Jéremy Doku,Aerial,12:30:00,Manchester City,Everton
2024-02-10,Matchweek 24,Home,W,2,0,Everton,1.6,0.3,72,4-1-4-1,4-2-3-1,23,2,19,3,15.8,0.11,0.67,17.4,0,0,0,1.6,1.6,0.09,0.4,0.4,90,2,0,0,0,4,2,0,0,22,0,0,0,0.7,0.7,0.1,3,1,12,13,92.3,1,12,1,3,2,0.47,85,Left Foot,Kevin De Bruyne,Jordan Pickford,None,70.0,Goal,0.906999969482422,0.6229999923706054,0.0734920278191566,Erling Haaland,FromCorner,2023.0,RightFoot,Nathan Aké,Rebound,12:30:00,Manchester City,Everton
2024-02-10,Matchweek 24,Home,W,2,0,Everton,1.6,0.3,72,4-1-4-1,4-2-3-1,23,2,19,3,15.8,0.11,0.67,17.4,0,0,0,1.6,1.6,0.09,0.4,0.4,90,2,0,0,0,4,2,0,0,22,0,0,0,0.7,0.7,0.1,3,1,12,13,92.3,1,12,1,3,2,0.47,85,Left Foot,Kevin De Bruyne,Jordan Pickford,None,75.0,BlockedShot,0.8169999694824219,0.495,0.0724244639277458,Erling Haaland,OpenPlay,2023.0,LeftFoot,Julián Álvarez,BallTouch,12:30:00,Manchester City,Everton
2024-02-10,Matchweek 24,Home,W,2,0,Everton,1.6,0.3,72,4-1-4-1,4-2-3-1,23,2,19,3,15.8,0.11,0.67,17.4,0,0,0,1.6,1.6,0.09,0.4,0.4,90,2,0,0,0,4,2,0,0,22,0,0,0,0.7,0.7,0.1,3,1,12,13,92.3,1,12,1,3,2,0.47,85,Left Foot,Kevin De Bruyne,Jordan Pickford,None,84.0,Goal,0.86,0.395,0.3816374242305755,Erling Haaland,OpenPlay,2023.0,LeftFoot,Kevin De Bruyne,TakeOn,12:30:00,Manchester City,Everton
2024-02-10,Matchweek 24,Home,W,2,0,Everton,1.6,0.3,72,4-1-4-1,4-2-3-1,23,2,19,3,15.8,0.11,0.67,17.4,0,0,0,1.6,1.6,0.09,0.4,0.4,90,2,0,0,0,4,2,0,0,22,0,0,0,0.7,0.7,0.1,3,1,12,13,92.3,1,12,1,3,2,0.03,71,Right Foot,Nathan Aké,Jordan Pickford,Volley,26.0,MissedShots,0.94,0.4579999923706054,0.0853118300437927,Erling Haaland,OpenPlay,2023.0,Head,Jéremy Doku,Aerial,12:30:00,Manchester City,Everton
2024-02-10,Matchweek 24,Home,W,2,0,Everton,1.6,0.3,72,4-1-4-1,4-2-3-1,23,2,19,3,15.8,0.11,0.67,17.4,0,0,0,1.6,1.6,0.09,0.4,0.4,90,2,0,0,0,4,2,0,0,22,0,0,0,0.7,0.7,0.1,3,1,12,13,92.3,1,12,1,3,2,0.03,71,Right Foot,Nathan Aké,Jordan Pickford,Volley,70.0,Goal,0.906999969482422,0.6229999923706054,0.0734920278191566,Erling Haaland,FromCorner,2023.0,RightFoot,Nathan Aké,Rebound,12:30:00,Manchester City,Everton
2024-02-10,Matchweek 24,Home,W,2,0,Everton,1.6,0.3,72,4-1-4-1,4-2-3-1,23,2,19,3,15.8,0.11,0.67,17.4,0,0,0,1.6,1.6,0.09,0.4,0.4,90,2,0,0,0,4,2,0,0,22,0,0,0,0.7,0.7,0.1,3,1,12,13,92.3,1,12,1,3,2,0.03,71,Right Foot,Nathan Aké,Jordan Pickford,Volley,75.0,BlockedShot,0.8169999694824219,0.495,0.0724244639277458,Erling Haaland,OpenPlay,2023.0,LeftFoot,Julián Álvarez,BallTouch,12:30:00,Manchester City,Everton
2024-02-10,Matchweek 24,Home,W,2,0,Everton,1.6,0.3,72,4-1-4-1,4-2-3-1,23,2,19,3,15.8,0.11,0.67,17.4,0,0,0,1.6,1.6,0.09,0.4,0.4,90,2,0,0,0,4,2,0,0,22,0,0,0,0.7,0.7,0.1,3,1,12,13,92.3,1,12,1,3,2,0.03,71,Right Foot,Nathan Aké,Jordan Pickford,Volley,84.0,Goal,0.86,0.395,0.3816374242305755,Erling Haaland,OpenPlay,2023.0,LeftFoot,Kevin De Bruyne,TakeOn,12:30:00,Manchester City,Everton
